08498EE0,3,1,
0849A350,3,1,
0849BE98,3,1,
0849C1C8,3,1,
0849C270,3,1,
0849D7F4,3,1,
0849E310,3,1,
0849F024,3,1,
0849FD74,3,1,
084A0038,3,1,
084A0AC4,3,1,
084A0BEC,2,-1,
084A0C70,2,-1,
084A0CF4,2,-1,
084A0DFC,2,-1,
084A0E8C,2,-1,
084A1BB0,3,1,
084A1CD8,2,-1,
084A1D80,2,-1,
084A1E10,2,-1,
084A1E94,2,-1,
084A1F24,2,-1,
084A1FC0,2,-1,
084A2FA4,2,-1,
084A368C,3,1,
084A3848,3,1,
084A3AF4,3,1,
084A45B0,3,1,
084A4930,2,-1,
084A49FC,2,-1,
084A4AD4,2,-1,
084A4B94,2,-1,
084A4D08,2,-1,
084A4D98,2,-1,
084A4EDC,2,-1,
