RoomID,PageRank,ReversePageRank,Hub,Authorities
08498D1C,0.815154560233447,0.0123246824400484,0.0131164300505745,0.695812190410994
08498DC4,1,0.0125264552750588,0.0217771155614523,0.283543207002586
08498E44,0.487263385618224,0.0108449260965948,0.00820413962743722,0.056826534179917
08498EE0,0.613788924383892,0.0174088156147161,0.0529289441697922,0.169773631795138
08498F84,0.553268345884329,0.016693597873444,0.0132022857070516,0.0982483526750463
0849902C,0.522047653216052,0.0258669413529447,0.10037726462663,0.0965740776794939
084990B8,0.293883584208541,0.0150274502743566,0.0117801236356981,0.614078321098371
0849913C,0.489338638446882,0.0162296371967407,0.0557614033662815,0.212310332645035
084991A8,0.170991716521176,0.0143447857098475,0.0522480382574318,0.24701416423032
0849922C,0.153025998925119,0.0233909692890441,0.105432414308519,0.555717895946379
08499298,0.056140452557847,0.0123622691835253,0.0160793385248271,0.213682800251253
0849934C,0.262693932963031,0.0268473451558281,0.0856733928422365,0.821689954064045
08499418,0.395425791112857,0.0960783571616431,0.349943211915313,0.468769435067575
08499490,0.068307802825477,0.0191836922793811,0.0279107429730281,0.289686832880793
08499500,0.233550665338397,0.0166829393630063,0.0135635409468094,0.156036204334678
08499570,0.163064701610009,0.0134946507653983,0.00563706123691664,0.0829886861473532
084995EC,0.117499871276468,0.0191836922793811,0.0279107429730281,0.313336588967555
08499668,0.301319754010143,0.0114097721981366,0.0061430623987815,0.0867215531074203
084996EC,0.354010789123565,0.0127756930321708,0.00775504307460324,0.116952260363894
08499D70,0.218712664787249,0.0130748562218414,0.00710738523775821,0.218127911706251
08499DF4,0.32221471962551,0.0210629707140563,0.0251656126889502,0.112499407520346
08499E60,0.112773208057761,0.0116673345542487,0.00325509772234627,0.0828371332217471
08499EFC,0.235237558100276,0.016558979409917,0.0323890945541537,0.133138879397294
08499F98,0.185699051733606,0.0328849238943999,0.0779838884280431,0.155008530521987
0849A034,0.152343868157561,0.03170736471887,0.0523435803319122,0.242616789284874
0849A0B8,0.15895706229468,0.0274221536090324,0.0428386361491836,0.264390944379785
0849A13C,0.209082254020011,0.0179291679706062,0.0185850857388537,0.176607107302107
0849A1A8,0.155017125975351,0.0333707292074892,0.0561256786600369,0.142658032183541
0849A22C,0.138550474472566,0.0261831051888295,0.0306583564984308,0.227666325393701
0849A298,0.0682849858907137,0.0151450925188611,0.0110724498852589,0.131020553742695
0849A350,0.194558622583278,0.0301477020298769,0.0306796639245199,0.24864946133867
0849A410,0.331577492412382,0.0943510562706254,0.0843311369846136,0.123777595930096
0849A488,0.0695767973654504,0.0171684957463751,0.00358142482231905,0.0777237128171378
0849A4F8,0.116328166761843,0.0171684957463751,0.00358142482231905,0.25084319905232
0849A568,0.0749785628073173,0.0151223688191174,0.0115050319053142,0.166619361623158
0849A5E4,0.0813488020678933,0.0171684957463751,0.00358142482231905,0.0900938395676096
0849A660,0.161411186552745,0.0117819518633038,0.00511001262495792,0.235270029708724
0849A6E4,0.189638968788425,0.0198301608188181,0.0236697489403632,0.569633190313614
0849AC0C,0.149500446210061,0.0211777347010969,0.0170672837356663,0.608927317729241
0849ACA8,0.316107440034627,0.0138755237756059,0.0236939124338757,0.669502508900649
0849AD14,0.227749225429991,0.0108598244066448,0.0193716228366224,0.233298478626022
0849AD98,0.119254161168873,0.0533888198112731,0.200718399480224,0.259989706526986
0849AE4C,0.273203176403708,0.0318359296604919,0.136981670160696,0.585586648032676
0849AEC4,0.115505628211279,0.0186033271034556,0.0348793493135874,0.32933775697657
0849AF60,0.182526511897581,0.0737193829547465,0.294870940086114,0.619878277194025
0849B008,0.208411934279881,0.0766389486450424,0.306022522307395,0.838212708122744
0849B080,0.132199264694297,0.0442442455016515,0.147946357732815,0.655539407118897
0849B0EC,0.0599749401450078,0.0140556513006454,0.0189676095017215,0.312900130396833
0849B194,0.107346930620208,0.0636781422621624,0.189312312577783,0.700766729238117
0849B224,0.110530378496556,0.0476844185479003,0.129341577895396,0.877049164384959
0849B2B8,0.113702447415377,0.121590048017221,0.19831822170793,0.294642836703651
0849B33C,0.0863802408831381,0.0233473221183771,0.0352546591353603,0.243193165847187
0849B3CC,0.0976669676523768,0.0304217759706019,0.0687882587313807,0.165251510169851
0849B450,0.133237691174571,0.0583099154373023,0.096322809369865,0.253412740781263
0849B4C8,0.142430085112377,0.0376299237397194,0.0396704982106315,0.248133578250193
0849B558,0.144494494968346,0.0181233490755801,0.0108028945755085,0.271457824979473
0849B5E4,0.0762223984742227,0.0360947734098639,0.119387125077352,0.652950756961835
0849B660,0.120536397415905,0.0144760766425008,0.0150340417828219,0.119946016132941
0849B6D0,0.0746460207306862,0.0148880803798901,0.0242531435248546,0.142227084155739
0849BE98,0.0880570210099551,0.0189882989274407,0.023940876257121,0.201486198684584
0849BF2C,0.343847070429066,0.0138694660657234,0.013075762492873,0.721229127805759
0849BF98,0.22513232039704,0.0109487083242262,0.0208682991578043,0.284547237818083
0849C010,0.127850801974509,0.0360699843487017,0.0393770763345256,0.300256414364669
0849C0CC,0.344917636173177,0.0315943194581109,0.0797499018737637,0.167364089828531
0849C144,0.142151772371189,0.0158637520123633,0.01378948773784,0.13889788890055
0849C1C8,0.143247557020114,0.0458792108146974,0.0744548354501158,0.309214290558121
0849C270,0.145055825126667,0.0556198555701958,0.0741567710483318,0.37654464708321
0849C2E8,0.0990134751089671,0.036953582524731,0.0563213948990297,0.244243130299881
0849C354,0.0449527798051858,0.0138033903997715,0.00706701728179397,0.198728417040556
0849C404,0.124004554924869,0.0614471510558385,0.103627530589123,0.265694645299718
0849C488,0.12453223904681,0.0540044357422728,0.066749838810769,0.230158022661721
0849C524,0.124601744331479,0.0989726975260867,0.0538314150776115,0.272581529402654
0849C5A8,0.106415021760563,0.0243404659645153,0.0221120673978204,0.280896952262722
0849C638,0.132460347516319,0.0192023399363765,0.0627456614188825,0.137761333160578
0849C6D0,0.101412813271357,0.0347903864094938,0.085016329088993,0.661715127184397
0849C754,0.134450183807012,0.0267471961260102,0.0266600515352803,0.618243980242842
0849C7D8,0.119817489128723,0.0306603493260117,0.109917798904941,0.730422301736624
0849C85C,0.0653087756931446,0.0258758183548749,0.0351392211916749,0.555029428164964
0849C8C8,0.0588953454199868,0.0150094446165047,0.0390227881145297,0.301120379907904
0849C938,0.0524442582783568,0.0135137930440899,0.0108950762506067,0.124024792173594
0849CEFC,0.0659356525415739,0.0440982191876936,0.0493181281377452,0.186523071007346
0849CFBC,0.0995306792175866,0.0409798155285441,0.0450002514628259,0.200787135788387
0849D040,0.110391850371337,0.0500752400031183,0.0694742986986321,0.188331518895781
0849D0DC,0.0931563383109886,0.016135004002362,0.0124366951644825,0.181456870182817
0849D160,0.0923653423190668,0.0179171917966387,0.0106995882873619,0.229037390802768
0849D1E4,0.112378966605405,0.0547021848906609,0.0709995421857691,0.239784629368279
0849D28C,0.0870693307173401,0.0871724012297728,0.135501005101102,0.247102360367949
0849D2F8,0.0466898596921315,0.015043494502291,0.00693801343593006,0.137023107270347
0849D388,0.0695284836590995,0.0513458351291994,0.0259065439073268,0.239133933446188
0849D400,0.0850435643255944,0.0501033306719305,0.0555882944098789,0.217124875976461
0849D484,0.0678127297148029,0.0286004841929447,0.0203701287953155,0.20552479152357
0849D508,0.0608172711885984,0.0263271496595656,0.0158726937041441,0.182155031637531
0849D5A4,0.1306222662854,0.156503318261741,0.198853241499937,0.226250156989783
0849D634,0.0915709657274952,0.081725897756468,0.107093938997115,0.176213214977709
0849D6C8,0.0921398791413671,0.0353049289842875,0.0177152091777083,0.253172750847559
0849D758,0.0944532787667881,0.0155299988288856,0.0311004583909471,0.209791837118721
0849D7F4,0.101511017828474,0.0370188909022406,0.0378799570028666,0.322325888887275
0849D864,0.0443425594717438,0.0270042048048071,0.0163158809859563,0.275225898092165
0849DF78,0.065835826498596,0.0611995884269577,0.0483298121893737,0.680060887628682
0849E044,0.142525517158437,0.0961498105985285,0.250508187816925,0.785130671331483
0849E0D4,0.168053154458412,0.0611266157514316,0.268337256177898,0.498520347149629
0849E164,0.152636757291242,0.0200018934909664,0.0423706824395871,0.642989490403057
0849E1DC,0.191097047275124,0.0206621704946905,0.0330288501437807,0.679242160845872
0849E264,0.0956231567577646,0.043135542623468,0.0435334604727519,0.175823186769375
0849E310,0.096619115433562,0.234171767995018,0.300325315016655,0.381971714975598
0849E37C,0.0630901255236045,0.0376882140705445,0.0167323482114109,0.175067882615786
0849E40C,0.0689703090506472,0.17544420505751,0.116418173452206,0.328156001022444
0849E484,0.0643036958325691,0.0511237107341866,0.16798532760844,0.363757919493264
0849E508,0.0597783455553482,0.0489789479524062,0.0686821642138228,0.308652247851633
0849E598,0.110695944002194,0.0244305571420274,0.0345818184537826,0.34033051683646
0849E638,0.164022189723558,0.100484122835677,0.401338644592311,1
0849E6BC,0.134232401556401,0.0267581637777116,0.0767391689207324,0.759178964689589
0849E738,0.107984232452035,0.0257671112810251,0.0940395008094913,0.180814408733581
0849E7BC,0.0839032693242653,0.0191694606847645,0.0175135901914375,0.168687853286925
0849E858,0.124426179418001,0.0845189591775625,0.11127773234629,0.195181963453459
0849E8C8,0.136414750624055,0.0143556681518116,0.0416197865633955,0.122701140240826
0849F024,0.193575911222497,0.104088671949408,0.409013005192591,0.347360103650952
0849F0A8,0.269983206238407,0.0250664926395143,0.0217638865670364,0.183066616169329
0849F138,0.173422161323766,0.0142544575335617,0.00884719261545999,0.128232713190897
0849F1D8,0.115490137586678,0.0167801361255377,0.0112182509782224,0.724961932683901
0849F28C,0.112419747317209,0.0860202087768906,0.0970957562116899,0.718814810366623
0849F328,0.186613407688264,0.0178932874596883,0.0419962967222303,0.714401706141636
0849F3C4,0.196456950522212,0.032631242106316,0.0566738730916511,0.643509899712849
0849F454,0.156688255041452,0.106235199245934,0.150329731911225,0.936378744624254
0849F504,0.357745137089036,0.0513688499323328,0.0759851696601391,0.267931289363779
0849F588,0.185821247283782,0.040168205136206,0.0503340101817793,0.138665677085701
0849F61C,0.3283364510651,0.0154526578159279,0.0168981281934137,0.596481889319799
0849F688,0.223894194921615,0.011336421325206,0.0172588183541725,0.316084790064898
0849F704,0.153151389102268,0.0272451741788062,0.0547270431850822,0.0935220844047676
0849F774,0.15004644518461,0.0138466596657064,0.00775241887025591,0.0821351485837927
0849F7EC,0.114568517416841,0.0537578842351032,0.21667630324274,0.0871240186235778
0849F87C,0.113889339117729,0.0208000836245612,0.0417747478983864,0.076414557015781
0849FD74,0.168520587679214,0.0750742117854372,0.0853195041238072,0.289333755257294
0849FDF8,0.192946224018677,0.0319585503459838,0.0700244263732019,0.128812240778122
0849FE70,0.115054045267976,0.0248712207514028,0.0108355096137358,0.0936795183120036
0849FEF4,0.108727112739464,0.018841779443846,0.0087033840032185,0.162038952850285
0849FF9C,0.185949742100875,0.103643651731598,0.0802104908020322,0.192248234562345
084A0038,0.148201773377313,0.0178298863148153,0.0539001499265864,0.243602623271307
084A00D8,0.243128031465781,0.0261338947013952,0.0406398603630434,0.604690845166956
084A0168,0.167018410851802,0.0899621759931838,0.0652484528477958,0.958012160155356
084A0218,0.210837171040871,0.437318521011098,0.113602452779229,0.156305709013309
084A029C,0.0866150818456013,0.0755713848552684,0.0340831401411522,0.118614344416222
084A0338,0.162008938480154,0.0586047347148686,0.0118223708876197,0.163747571016081
084A03A4,0.10313791201219,0.0161047780321085,0.00473793024516848,0.060038926374907
084A0420,0.12839949662267,0.0236167031471065,0.0231594708856505,0.345585145384548
084A0490,0.102722344918183,0.0470564022770884,0.00452260477289115,0.114872290423269
084A0508,0.0945736835387695,0.011896607124898,0.0174963391915698,0.0880668297596023
084A0590,0.0968258642060727,0.0209752566245112,0.0102510710253719,0.0783058289707274
084A0A1C,0.130364063815321,0.0995074407777605,0.054764010169397,0.164838144992793
084A0AC4,0.105806338363797,0.0561123320636133,0.0416376733985516,0.282658516625734
084A0B48,0.125510263585364,0.014137996196486,0.00563736243254741,0.13737889140089
084A0BEC,0.236147134006805,0.060149977297184,0.0483521320938063,0.194832839974435
084A0C70,0.100092695272343,0.055079562412273,0.0399665950235297,0.165242941217171
084A0CF4,0.129903617789087,0.112061937310755,0.124862146545881,0.197716370355669
084A0D74,0.152240481738693,0.0343013883850768,0.0235862266002233,0.838965802721588
084A0DFC,0.126053017365423,0.0226178648018734,0.0278762278689056,0.257371245837042
084A0E8C,0.185663329460688,0.0994656763633937,0.293269875539097,0.255898666081329
084A0F0C,0.216438994049077,0.021969212766636,0.01740121177628,0.497119327161475
084A0F78,0.167721014208286,0.0125447634379659,0.0143838267706875,0.345504481212359
084A0FE4,0.0820562678171892,0.030480461791113,0.0231468946197923,0.363481324635922
084A1050,0.072296093165501,0.0677312676895985,0.0431696968697905,0.36086974798617
084A10E0,0.093034852077851,0.0989400879368655,0.3534206172274,0.524285155622574
084A1170,0.0582942902336487,0.0565922836131215,0.106222746876008,0.315348256250892
084A11F4,0.1186911767022,0.0982569837338395,0.0935153795565312,0.42558944788661
084A1278,0.130065519941815,0.033085639976359,0.0300601617789212,0.104254309435394
084A12F0,0.154603393333506,0.0157552336860451,0.00588534309931303,0.0890344181397296
084A138C,0.140443446529239,0.0153216357009521,0.00494739562397132,0.0991489884691094
084A1404,0.117736212206082,0.0249275922915912,0.0720409021676547,0.0819524842333098
084A148C,0.124297346263009,0.0849091019676832,0.273950822934143,0.124464295743646
084A1B1C,0.144086463062992,0.076332110032869,0.0235712819050057,0.0866591975201391
084A1BB0,0.284636059157375,0.0453350659736852,0.0307556317720299,0.267719132180189
084A1C34,0.242780089387637,0.0108976761899603,0.00426152256724164,0.130610073517008
084A1CD8,0.378283349501139,0.0144096223931817,0.0115253983890933,0.14728244889794
084A1D80,0.142428905450752,0.0220941742284776,0.022643157786989,0.11801722607679
084A1E10,0.0963332516627329,0.0330225839477872,0.0180375657957373,0.112172304777251
084A1E94,0.147005323662723,0.0291936832275574,0.0207723443554129,0.146973005461315
084A1F24,0.0720985603985728,0.0174486096239337,0.0073247135846855,0.106808651879753
084A1FC0,0.148986454453,0.0713616717620135,0.045318828420055,0.103032912431155
084A2054,0.229837096753462,0.0215041165307806,0.00483335813158647,0.119332900072815
084A20C0,0.177374987988682,0.0124883516790401,0.0034528204173675,0.0640127410385625
084A212C,0.0868749242729971,0.0270064439821162,0.0215868881813268,0.0724909566783016
084A2198,0.0733130039161264,0.0629085188334054,0.0609548230194971,0.106181282962959
084A2228,0.0827804930446353,0.0817502832151695,0.0573550009824642,0.187777030475858
084A22B8,0.0537524332745328,0.0984180579150863,0.0394551247705568,0.142709058726954
084A233C,0.101994543092428,0.0759869727131069,0.0406133198651577,0.220440942344488
084A23C0,0.108058984290596,0.0288212894403758,0.0155976877168382,0.136845296508612
084A2438,0.127225936001287,0.0151451175424387,0.00774323481670682,0.130853593229861
084A24BC,0.117259979399992,0.0145610345118863,0.00746533702364161,0.130768582850603
